% randomly generated dataset
@relation soybean
@attribute date {april,may,june,july,august,september,october}
@attribute plant-stand {normal,lt-normal}
@attribute precip {lt-norm,norm,gt-norm}
@attribute temp {lt-norm,norm,gt-norm}
@attribute hail {yes,no}
@attribute crop-hist {diff-lst-year,same-lst-yr,same-lst-two-yrs,same-lst-sev-yrs}
@attribute area-damaged {scattered,low-areas,upper-areas,whole-field}
@attribute severity {minor,pot-severe,severe}
@attribute seed-tmt {none,fungicide,other}
@attribute germination {90-100,80-89,lt-80}
@attribute plant-growth {norm,abnorm}
@attribute leaves {norm,abnorm}
@attribute leafspots-halo {absent,yellow-halos,no-yellow-halos}
@attribute leafspots-marg {w-s-marg,no-w-s-marg,dna}
@attribute leafspot-size {lt-1/8,gt-1/8,dna}
@attribute leaf-shread {absent,present}
@attribute leaf-malf {absent,present}
@attribute leaf-mild {absent,upper-surf,lower-surf}
@attribute stem {norm,abnorm}
@attribute lodging {yes,no}
@attribute stem-cankers {absent,below-soil,above-soil,above-sec-nde}
@attribute canker-lesion {dna,brown,dk-brown-blk,tan}
@attribute fruiting-bodies {absent,present}
@attribute external-decay {absent,firm-and-dry,watery}
@attribute mycelium {absent,present}
@attribute int-discolor {none,brown,black}
@attribute sclerotia {absent,present}
@attribute fruit-pods {norm,diseased,few-present,dna}
@attribute fruit-spots {absent,colored,brown-w/blk-specks,distort,dna}
@attribute seed {norm,abnorm}
@attribute mold-growth {absent,present}
@attribute seed-discolor {absent,present}
@attribute seed-size {norm,lt-norm}
@attribute shriveling {absent,present}
@attribute roots {norm,rotted,galls-cysts}
@attribute class {diaporthe-stem-canker,charcoal-rot,rhizoctonia-root-rot,phytophthora-rot,brown-stem-rot,powdery-mildew,downy-mildew,brown-spot,bacterial-blight,bacterial-pustule,purple-seed-stain,anthracnose,phyllosticta-leaf-spot,alternarialeaf-spot,frog-eye-leaf-spot,diaporthe-pod-&-stem-blight,cyst-nematode,2-4-d-injury,herbicide-injury}
@data
july,normal,norm,gt-norm,yes,same-lst-sev-yrs,upper-areas,pot-severe,fungicide,80-89,norm,abnorm,yellow-halos,w-s-marg,gt-1/8,?,absent,absent,abnorm,?,above-soil,brown,?,watery,absent,none,absent,?,absent,norm,absent,absent,norm,absent,norm,alternarialeaf-spot
october,normal,norm,norm,yes,same-lst-sev-yrs,scattered,minor,fungicide,80-89,norm,abnorm,yellow-halos,dna,lt-1/8,absent,present,absent,norm,yes,below-soil,brown,absent,absent,absent,none,absent,diseased,absent,norm,absent,?,norm,absent,norm,diaporthe-stem-canker
august,lt-normal,gt-norm,norm,no,same-lst-yr,whole-field,pot-severe,fungicide,90-100,norm,abnorm,?,no-w-s-marg,dna,?,?,?,norm,yes,above-sec-nde,dk-brown-blk,absent,absent,absent,none,absent,norm,colored,?,absent,absent,norm,absent,?,frog-eye-leaf-spot
july,lt-normal,gt-norm,norm,yes,diff-lst-year,whole-field,minor,other,lt-80,norm,abnorm,no-yellow-halos,w-s-marg,dna,absent,present,?,norm,yes,absent,?,absent,absent,?,none,?,norm,absent,norm,absent,present,norm,absent,norm,diaporthe-pod-&-stem-blight
august,lt-normal,gt-norm,norm,yes,same-lst-two-yrs,upper-areas,pot-severe,fungicide,lt-80,abnorm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,absent,absent,norm,?,absent,dk-brown-blk,?,absent,absent,none,absent,?,absent,norm,absent,absent,norm,absent,rotted,alternarialeaf-spot
october,lt-normal,norm,norm,yes,same-lst-sev-yrs,scattered,pot-severe,none,90-100,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,absent,?,norm,yes,absent,?,absent,absent,absent,none,absent,norm,absent,?,?,?,norm,absent,norm,downy-mildew
may,normal,gt-norm,norm,?,diff-lst-year,scattered,pot-severe,none,90-100,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,absent,absent,abnorm,?,absent,dna,absent,firm-and-dry,absent,none,absent,norm,colored,norm,?,present,norm,absent,norm,frog-eye-leaf-spot
june,normal,gt-norm,norm,yes,same-lst-two-yrs,whole-field,?,none,80-89,abnorm,abnorm,no-yellow-halos,w-s-marg,?,absent,absent,absent,norm,?,above-sec-nde,dna,present,absent,absent,none,absent,?,absent,?,present,?,norm,absent,norm,frog-eye-leaf-spot
july,lt-normal,norm,norm,no,same-lst-sev-yrs,whole-field,pot-severe,none,80-89,norm,abnorm,absent,w-s-marg,gt-1/8,absent,absent,?,norm,yes,absent,dna,absent,absent,?,none,absent,norm,brown-w/blk-specks,norm,absent,present,?,absent,norm,charcoal-rot
june,lt-normal,gt-norm,norm,no,same-lst-sev-yrs,scattered,pot-severe,none,80-89,abnorm,abnorm,absent,w-s-marg,dna,absent,absent,absent,abnorm,yes,?,dna,absent,firm-and-dry,absent,none,?,?,brown-w/blk-specks,norm,absent,absent,norm,absent,norm,brown-stem-rot
july,lt-normal,gt-norm,norm,yes,same-lst-yr,upper-areas,?,none,80-89,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,absent,?,norm,yes,absent,dna,absent,?,?,none,absent,few-present,dna,norm,absent,absent,norm,absent,?,bacterial-blight
july,normal,gt-norm,norm,yes,same-lst-sev-yrs,low-areas,minor,fungicide,lt-80,norm,abnorm,?,dna,?,absent,absent,absent,norm,yes,absent,dna,absent,absent,absent,none,absent,diseased,absent,norm,absent,absent,norm,absent,norm,anthracnose
august,lt-normal,gt-norm,norm,yes,same-lst-two-yrs,low-areas,minor,none,90-100,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,present,absent,absent,abnorm,yes,below-soil,dna,absent,absent,absent,none,absent,?,?,?,absent,?,norm,absent,norm,brown-stem-rot
september,lt-normal,gt-norm,norm,yes,same-lst-yr,whole-field,pot-severe,none,?,abnorm,abnorm,no-yellow-halos,dna,gt-1/8,present,absent,absent,norm,?,above-sec-nde,tan,absent,firm-and-dry,absent,none,absent,norm,?,norm,absent,absent,norm,absent,norm,anthracnose
august,lt-normal,gt-norm,gt-norm,yes,same-lst-yr,whole-field,pot-severe,none,?,norm,abnorm,no-yellow-halos,dna,gt-1/8,absent,present,absent,?,?,above-soil,dna,absent,firm-and-dry,absent,none,absent,norm,?,norm,?,present,?,absent,norm,brown-spot
july,normal,gt-norm,norm,yes,same-lst-yr,low-areas,severe,other,90-100,norm,norm,?,w-s-marg,gt-1/8,absent,absent,absent,abnorm,yes,absent,tan,absent,firm-and-dry,absent,?,absent,norm,brown-w/blk-specks,norm,absent,absent,norm,absent,norm,alternarialeaf-spot
june,normal,gt-norm,gt-norm,?,same-lst-sev-yrs,scattered,pot-severe,none,lt-80,norm,abnorm,absent,dna,dna,absent,?,absent,norm,yes,absent,tan,absent,absent,absent,none,present,norm,colored,abnorm,absent,?,norm,absent,rotted,phytophthora-rot
june,lt-normal,gt-norm,norm,yes,diff-lst-year,whole-field,minor,none,?,abnorm,abnorm,yellow-halos,w-s-marg,gt-1/8,absent,absent,lower-surf,abnorm,yes,absent,dna,absent,watery,?,none,?,?,absent,?,absent,absent,norm,absent,norm,frog-eye-leaf-spot
october,normal,gt-norm,gt-norm,?,same-lst-yr,low-areas,pot-severe,none,90-100,norm,abnorm,absent,w-s-marg,?,absent,absent,absent,norm,?,absent,tan,absent,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,present,norm,rhizoctonia-root-rot
october,normal,gt-norm,norm,no,same-lst-sev-yrs,whole-field,minor,none,80-89,norm,abnorm,absent,dna,gt-1/8,absent,?,absent,abnorm,no,absent,dna,present,firm-and-dry,absent,none,absent,norm,absent,abnorm,absent,absent,lt-norm,absent,norm,alternarialeaf-spot
october,normal,gt-norm,gt-norm,?,diff-lst-year,whole-field,pot-severe,fungicide,80-89,abnorm,abnorm,no-yellow-halos,dna,gt-1/8,absent,absent,absent,norm,?,absent,brown,present,absent,absent,none,absent,norm,dna,norm,absent,?,norm,absent,norm,brown-stem-rot
august,lt-normal,gt-norm,norm,yes,?,whole-field,pot-severe,fungicide,80-89,abnorm,abnorm,no-yellow-halos,w-s-marg,?,present,absent,absent,norm,yes,above-soil,dna,absent,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,?,galls-cysts,phytophthora-rot
october,normal,gt-norm,norm,yes,same-lst-two-yrs,low-areas,pot-severe,fungicide,90-100,norm,abnorm,absent,dna,gt-1/8,absent,absent,absent,abnorm,yes,absent,dna,absent,firm-and-dry,absent,none,absent,norm,absent,?,?,absent,norm,absent,norm,brown-spot
september,normal,?,gt-norm,no,same-lst-two-yrs,upper-areas,?,none,?,norm,abnorm,no-yellow-halos,no-w-s-marg,dna,?,absent,?,abnorm,yes,above-sec-nde,brown,?,absent,?,none,absent,diseased,?,norm,absent,absent,norm,absent,norm,brown-stem-rot
september,normal,gt-norm,norm,yes,same-lst-two-yrs,low-areas,pot-severe,fungicide,80-89,norm,abnorm,yellow-halos,w-s-marg,gt-1/8,?,absent,absent,abnorm,yes,absent,dna,absent,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,?,?,brown-stem-rot
may,lt-normal,gt-norm,norm,no,same-lst-two-yrs,low-areas,pot-severe,fungicide,?,norm,abnorm,no-yellow-halos,w-s-marg,?,absent,absent,absent,norm,yes,absent,dna,absent,absent,absent,none,absent,norm,absent,norm,absent,?,norm,absent,norm,frog-eye-leaf-spot
july,lt-normal,lt-norm,gt-norm,yes,same-lst-two-yrs,low-areas,minor,fungicide,90-100,abnorm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,absent,absent,norm,?,absent,dna,absent,absent,absent,none,absent,norm,absent,abnorm,absent,absent,norm,absent,norm,frog-eye-leaf-spot
may,normal,lt-norm,?,no,same-lst-two-yrs,scattered,severe,fungicide,90-100,norm,abnorm,no-yellow-halos,dna,lt-1/8,absent,?,absent,abnorm,yes,absent,dna,absent,firm-and-dry,absent,?,absent,dna,dna,norm,absent,present,norm,absent,norm,brown-spot
september,normal,gt-norm,?,yes,same-lst-yr,whole-field,severe,none,lt-80,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,present,absent,absent,norm,yes,above-sec-nde,brown,absent,absent,absent,none,absent,diseased,absent,norm,absent,absent,norm,absent,norm,brown-spot
october,normal,gt-norm,norm,?,same-lst-sev-yrs,scattered,?,fungicide,lt-80,abnorm,norm,?,w-s-marg,gt-1/8,present,absent,absent,norm,yes,absent,dna,absent,absent,absent,none,absent,diseased,absent,norm,absent,absent,?,absent,norm,phytophthora-rot
august,normal,norm,lt-norm,yes,same-lst-two-yrs,whole-field,minor,none,90-100,norm,abnorm,?,dna,lt-1/8,absent,absent,absent,abnorm,yes,absent,dna,absent,absent,absent,none,absent,diseased,dna,norm,present,absent,norm,absent,norm,alternarialeaf-spot
october,normal,gt-norm,gt-norm,yes,same-lst-yr,scattered,?,?,80-89,abnorm,abnorm,no-yellow-halos,w-s-marg,dna,?,absent,absent,abnorm,yes,absent,dk-brown-blk,?,firm-and-dry,absent,none,absent,norm,?,norm,absent,absent,norm,?,norm,2-4-d-injury
september,lt-normal,gt-norm,gt-norm,no,same-lst-yr,whole-field,pot-severe,none,?,abnorm,abnorm,absent,dna,dna,present,?,upper-surf,abnorm,yes,absent,dk-brown-blk,absent,absent,absent,none,absent,norm,?,norm,?,absent,norm,absent,norm,2-4-d-injury
april,lt-normal,gt-norm,norm,yes,same-lst-yr,whole-field,?,none,lt-80,norm,abnorm,no-yellow-halos,dna,gt-1/8,present,absent,absent,abnorm,yes,above-sec-nde,brown,absent,absent,absent,none,absent,diseased,?,norm,absent,absent,?,absent,norm,diaporthe-stem-canker
october,normal,gt-norm,lt-norm,yes,same-lst-sev-yrs,whole-field,pot-severe,fungicide,lt-80,norm,abnorm,?,w-s-marg,gt-1/8,absent,absent,upper-surf,norm,yes,absent,dna,absent,firm-and-dry,absent,none,absent,norm,absent,norm,absent,present,norm,absent,norm,frog-eye-leaf-spot
august,normal,gt-norm,gt-norm,yes,same-lst-sev-yrs,scattered,minor,?,lt-80,norm,abnorm,absent,no-w-s-marg,lt-1/8,absent,?,absent,norm,yes,?,dna,absent,absent,absent,none,absent,norm,absent,norm,absent,absent,lt-norm,absent,galls-cysts,frog-eye-leaf-spot
september,?,gt-norm,gt-norm,yes,same-lst-two-yrs,scattered,pot-severe,none,90-100,norm,abnorm,no-yellow-halos,dna,lt-1/8,absent,absent,absent,abnorm,no,absent,tan,present,firm-and-dry,absent,none,absent,norm,absent,norm,?,present,norm,absent,norm,brown-stem-rot
september,?,norm,norm,?,diff-lst-year,low-areas,minor,none,80-89,abnorm,abnorm,no-yellow-halos,dna,lt-1/8,?,absent,absent,norm,?,absent,dk-brown-blk,absent,absent,absent,none,absent,?,absent,abnorm,absent,absent,?,absent,norm,bacterial-blight
july,normal,gt-norm,lt-norm,no,same-lst-sev-yrs,low-areas,pot-severe,fungicide,lt-80,abnorm,abnorm,absent,dna,gt-1/8,absent,absent,absent,abnorm,yes,absent,dk-brown-blk,absent,absent,absent,none,absent,?,dna,norm,absent,?,norm,absent,norm,brown-stem-rot
august,normal,norm,gt-norm,yes,same-lst-sev-yrs,whole-field,pot-severe,none,lt-80,norm,abnorm,absent,dna,gt-1/8,absent,absent,upper-surf,norm,?,absent,dna,present,firm-and-dry,absent,none,absent,diseased,absent,abnorm,absent,absent,norm,absent,norm,phytophthora-rot
june,lt-normal,gt-norm,gt-norm,no,diff-lst-year,whole-field,minor,fungicide,90-100,norm,abnorm,absent,w-s-marg,lt-1/8,absent,absent,absent,abnorm,?,above-sec-nde,dk-brown-blk,absent,absent,absent,none,absent,?,dna,norm,absent,absent,norm,absent,rotted,brown-spot
may,lt-normal,gt-norm,norm,yes,diff-lst-year,whole-field,?,none,80-89,norm,norm,absent,?,gt-1/8,absent,?,absent,norm,yes,above-sec-nde,dna,absent,absent,?,brown,absent,norm,absent,?,absent,absent,norm,absent,norm,purple-seed-stain
july,normal,norm,norm,yes,diff-lst-year,whole-field,pot-severe,none,?,abnorm,abnorm,no-yellow-halos,w-s-marg,dna,?,absent,absent,norm,yes,absent,?,absent,absent,absent,none,absent,norm,colored,norm,absent,absent,norm,absent,norm,phytophthora-rot
october,lt-normal,gt-norm,norm,no,diff-lst-year,upper-areas,?,none,90-100,abnorm,abnorm,no-yellow-halos,dna,?,?,absent,absent,abnorm,yes,above-sec-nde,tan,absent,absent,absent,none,absent,norm,absent,?,absent,absent,norm,?,rotted,phytophthora-rot
june,normal,norm,norm,no,same-lst-two-yrs,low-areas,minor,none,80-89,norm,abnorm,absent,w-s-marg,?,absent,absent,absent,norm,yes,above-sec-nde,brown,absent,absent,absent,none,absent,norm,absent,norm,absent,absent,?,present,norm,charcoal-rot
may,normal,gt-norm,gt-norm,?,same-lst-two-yrs,scattered,pot-severe,?,80-89,abnorm,abnorm,?,?,gt-1/8,present,present,absent,norm,yes,absent,?,absent,absent,absent,none,absent,norm,?,norm,absent,absent,norm,absent,norm,phytophthora-rot
october,lt-normal,gt-norm,norm,yes,same-lst-sev-yrs,whole-field,?,fungicide,lt-80,norm,abnorm,no-yellow-halos,w-s-marg,dna,?,absent,absent,norm,?,absent,dk-brown-blk,absent,absent,absent,none,absent,norm,absent,norm,?,absent,lt-norm,absent,norm,2-4-d-injury
july,normal,gt-norm,?,yes,same-lst-two-yrs,low-areas,pot-severe,none,90-100,abnorm,abnorm,no-yellow-halos,dna,dna,absent,absent,absent,?,yes,above-sec-nde,dna,absent,?,absent,none,absent,diseased,colored,norm,present,absent,norm,present,norm,alternarialeaf-spot
august,normal,norm,norm,?,same-lst-yr,whole-field,?,none,80-89,norm,abnorm,absent,w-s-marg,?,?,absent,absent,abnorm,no,?,tan,?,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,norm,frog-eye-leaf-spot
july,lt-normal,gt-norm,gt-norm,?,same-lst-two-yrs,low-areas,minor,none,lt-80,norm,norm,absent,dna,dna,absent,absent,?,norm,yes,above-sec-nde,?,absent,absent,absent,none,absent,norm,absent,norm,absent,?,norm,absent,norm,phyllosticta-leaf-spot
may,lt-normal,lt-norm,norm,yes,same-lst-sev-yrs,scattered,?,none,?,abnorm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,absent,?,abnorm,?,above-sec-nde,tan,?,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,?,norm,phytophthora-rot
september,normal,norm,gt-norm,yes,same-lst-yr,whole-field,minor,?,?,norm,abnorm,absent,w-s-marg,gt-1/8,?,absent,absent,norm,yes,absent,dna,absent,?,absent,none,absent,norm,absent,?,absent,?,?,?,norm,purple-seed-stain
july,normal,lt-norm,?,no,same-lst-two-yrs,low-areas,?,fungicide,90-100,norm,abnorm,absent,dna,gt-1/8,present,absent,absent,norm,yes,absent,dna,absent,absent,absent,none,absent,?,?,norm,absent,absent,norm,absent,norm,alternarialeaf-spot
may,normal,gt-norm,gt-norm,?,same-lst-yr,whole-field,pot-severe,fungicide,80-89,norm,abnorm,yellow-halos,w-s-marg,?,present,?,absent,norm,no,absent,dk-brown-blk,?,absent,absent,none,absent,norm,brown-w/blk-specks,abnorm,?,absent,norm,present,norm,phytophthora-rot
july,normal,gt-norm,?,yes,same-lst-two-yrs,whole-field,?,fungicide,80-89,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,absent,lower-surf,abnorm,yes,absent,brown,present,firm-and-dry,absent,?,absent,dna,absent,norm,absent,?,norm,absent,norm,purple-seed-stain
may,lt-normal,?,norm,yes,same-lst-two-yrs,whole-field,?,none,80-89,abnorm,abnorm,?,w-s-marg,dna,absent,?,absent,abnorm,yes,above-sec-nde,brown,absent,firm-and-dry,absent,none,absent,?,dna,norm,?,absent,?,absent,norm,brown-spot
july,lt-normal,?,norm,yes,same-lst-sev-yrs,scattered,?,none,?,?,abnorm,no-yellow-halos,w-s-marg,dna,absent,absent,absent,abnorm,yes,below-soil,dna,absent,firm-and-dry,absent,none,absent,norm,absent,norm,absent,?,norm,absent,norm,phytophthora-rot
july,normal,gt-norm,gt-norm,yes,same-lst-sev-yrs,whole-field,severe,fungicide,90-100,norm,abnorm,absent,dna,gt-1/8,absent,absent,absent,abnorm,yes,above-sec-nde,dna,present,absent,absent,none,absent,?,absent,?,absent,absent,norm,absent,norm,diaporthe-pod-&-stem-blight
august,lt-normal,gt-norm,norm,yes,same-lst-sev-yrs,whole-field,severe,fungicide,lt-80,norm,abnorm,absent,w-s-marg,dna,absent,absent,?,abnorm,yes,absent,dk-brown-blk,absent,absent,absent,?,absent,norm,?,?,absent,absent,norm,absent,norm,brown-spot
july,?,?,norm,no,same-lst-sev-yrs,low-areas,minor,none,80-89,abnorm,norm,yellow-halos,w-s-marg,dna,present,?,?,norm,yes,above-sec-nde,dk-brown-blk,absent,absent,absent,none,absent,norm,absent,norm,?,?,norm,?,norm,frog-eye-leaf-spot
july,lt-normal,gt-norm,norm,yes,same-lst-sev-yrs,scattered,?,fungicide,90-100,abnorm,abnorm,?,dna,dna,absent,absent,absent,abnorm,?,above-sec-nde,dna,absent,absent,absent,none,absent,norm,dna,norm,?,absent,norm,absent,?,anthracnose
july,lt-normal,norm,?,yes,same-lst-sev-yrs,low-areas,pot-severe,other,90-100,norm,abnorm,no-yellow-halos,w-s-marg,dna,?,absent,absent,abnorm,yes,absent,dna,absent,?,absent,brown,?,norm,absent,abnorm,?,absent,norm,absent,norm,phyllosticta-leaf-spot
july,lt-normal,norm,gt-norm,yes,same-lst-sev-yrs,low-areas,?,fungicide,lt-80,norm,abnorm,absent,w-s-marg,gt-1/8,absent,present,absent,abnorm,yes,absent,dk-brown-blk,absent,absent,absent,none,absent,norm,absent,?,absent,absent,norm,absent,norm,anthracnose
october,lt-normal,gt-norm,norm,yes,same-lst-yr,upper-areas,?,fungicide,80-89,norm,abnorm,?,w-s-marg,dna,absent,?,upper-surf,abnorm,yes,above-sec-nde,?,absent,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,norm,brown-spot
july,lt-normal,?,norm,yes,same-lst-yr,whole-field,severe,none,?,norm,abnorm,no-yellow-halos,dna,gt-1/8,?,absent,absent,norm,yes,above-sec-nde,dna,absent,firm-and-dry,absent,none,absent,diseased,colored,abnorm,absent,absent,norm,absent,rotted,brown-spot
september,lt-normal,gt-norm,norm,no,same-lst-yr,low-areas,pot-severe,none,90-100,abnorm,abnorm,absent,w-s-marg,dna,absent,absent,absent,?,yes,above-sec-nde,dk-brown-blk,absent,absent,absent,none,absent,norm,colored,?,absent,?,norm,absent,norm,phytophthora-rot
october,lt-normal,gt-norm,norm,no,same-lst-two-yrs,low-areas,minor,?,80-89,abnorm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,?,lower-surf,norm,?,absent,dk-brown-blk,?,absent,absent,none,absent,norm,?,norm,absent,absent,norm,absent,norm,alternarialeaf-spot
october,lt-normal,gt-norm,gt-norm,no,same-lst-two-yrs,low-areas,minor,none,90-100,norm,abnorm,absent,dna,gt-1/8,absent,absent,?,abnorm,yes,above-sec-nde,dna,?,absent,absent,none,absent,dna,absent,norm,absent,absent,norm,absent,norm,purple-seed-stain
july,lt-normal,gt-norm,gt-norm,yes,same-lst-yr,scattered,?,none,lt-80,abnorm,norm,no-yellow-halos,w-s-marg,dna,absent,absent,absent,norm,?,absent,brown,absent,absent,absent,none,absent,norm,dna,norm,absent,absent,norm,absent,galls-cysts,rhizoctonia-root-rot
june,normal,gt-norm,gt-norm,yes,same-lst-two-yrs,low-areas,pot-severe,?,80-89,norm,abnorm,absent,w-s-marg,dna,absent,absent,absent,abnorm,yes,absent,dna,absent,absent,absent,none,absent,?,?,abnorm,present,?,norm,absent,galls-cysts,alternarialeaf-spot
july,normal,norm,lt-norm,no,same-lst-two-yrs,whole-field,severe,fungicide,80-89,norm,abnorm,no-yellow-halos,w-s-marg,dna,present,absent,absent,abnorm,?,?,dna,present,absent,absent,brown,?,norm,absent,norm,absent,absent,lt-norm,absent,norm,alternarialeaf-spot
august,lt-normal,gt-norm,gt-norm,?,diff-lst-year,scattered,minor,?,90-100,norm,abnorm,no-yellow-halos,?,gt-1/8,absent,absent,absent,abnorm,yes,above-soil,tan,?,?,absent,none,absent,norm,dna,?,present,absent,?,?,norm,brown-spot
october,normal,lt-norm,gt-norm,yes,same-lst-sev-yrs,scattered,pot-severe,fungicide,lt-80,norm,abnorm,no-yellow-halos,w-s-marg,dna,present,absent,absent,abnorm,yes,absent,?,present,absent,absent,none,absent,norm,colored,norm,absent,absent,lt-norm,present,norm,phytophthora-rot
september,normal,gt-norm,gt-norm,yes,same-lst-yr,whole-field,?,none,80-89,abnorm,abnorm,absent,w-s-marg,dna,?,absent,absent,norm,no,?,tan,absent,absent,absent,none,absent,diseased,?,norm,absent,absent,norm,absent,norm,rhizoctonia-root-rot
august,normal,lt-norm,lt-norm,no,same-lst-sev-yrs,low-areas,minor,fungicide,?,norm,abnorm,?,w-s-marg,dna,absent,?,absent,norm,yes,absent,dna,present,absent,?,none,absent,norm,absent,norm,absent,absent,norm,absent,norm,cyst-nematode
september,normal,gt-norm,norm,?,same-lst-yr,low-areas,minor,none,?,norm,abnorm,absent,w-s-marg,gt-1/8,?,absent,absent,norm,yes,absent,dna,absent,absent,absent,?,absent,norm,brown-w/blk-specks,norm,present,absent,lt-norm,absent,rotted,diaporthe-pod-&-stem-blight
september,normal,gt-norm,?,?,same-lst-sev-yrs,scattered,pot-severe,none,?,norm,abnorm,no-yellow-halos,w-s-marg,dna,absent,absent,absent,norm,yes,absent,dna,?,absent,?,black,absent,norm,absent,?,absent,absent,norm,absent,norm,brown-spot
june,normal,gt-norm,norm,yes,same-lst-sev-yrs,scattered,severe,none,80-89,abnorm,abnorm,no-yellow-halos,w-s-marg,lt-1/8,?,present,?,norm,yes,above-sec-nde,dk-brown-blk,absent,absent,?,none,absent,norm,absent,norm,present,absent,norm,absent,norm,herbicide-injury
september,normal,gt-norm,norm,no,same-lst-two-yrs,whole-field,?,none,80-89,norm,abnorm,?,dna,dna,absent,absent,absent,abnorm,yes,absent,tan,absent,absent,absent,none,absent,norm,absent,norm,present,?,norm,present,norm,frog-eye-leaf-spot
april,normal,gt-norm,norm,?,same-lst-two-yrs,upper-areas,pot-severe,?,80-89,norm,abnorm,no-yellow-halos,?,dna,?,?,absent,abnorm,yes,absent,dna,absent,absent,absent,none,absent,dna,absent,norm,absent,?,norm,absent,norm,downy-mildew
june,lt-normal,gt-norm,norm,no,diff-lst-year,whole-field,minor,fungicide,80-89,norm,abnorm,no-yellow-halos,dna,gt-1/8,absent,?,absent,norm,yes,above-sec-nde,dk-brown-blk,?,absent,absent,none,absent,norm,brown-w/blk-specks,norm,absent,absent,norm,absent,rotted,brown-stem-rot
july,normal,norm,gt-norm,yes,same-lst-two-yrs,upper-areas,pot-severe,none,80-89,norm,abnorm,?,w-s-marg,dna,absent,absent,absent,norm,yes,absent,brown,absent,firm-and-dry,absent,none,absent,norm,?,norm,absent,absent,?,?,norm,anthracnose
july,normal,gt-norm,norm,yes,same-lst-yr,whole-field,minor,other,80-89,norm,abnorm,no-yellow-halos,?,dna,absent,absent,absent,norm,?,below-soil,?,absent,absent,absent,none,absent,?,absent,norm,absent,?,norm,absent,norm,brown-spot
june,normal,gt-norm,norm,yes,same-lst-two-yrs,upper-areas,minor,?,lt-80,norm,abnorm,no-yellow-halos,?,gt-1/8,present,absent,absent,abnorm,no,absent,brown,absent,absent,absent,none,absent,?,absent,?,absent,absent,?,absent,norm,brown-spot
september,lt-normal,lt-norm,lt-norm,?,same-lst-sev-yrs,low-areas,severe,none,?,norm,abnorm,absent,w-s-marg,gt-1/8,absent,absent,absent,abnorm,yes,absent,dna,absent,firm-and-dry,?,none,absent,norm,colored,norm,absent,?,norm,absent,norm,brown-spot
june,normal,gt-norm,lt-norm,yes,same-lst-yr,whole-field,minor,none,90-100,?,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,present,absent,norm,yes,?,tan,absent,firm-and-dry,absent,none,absent,norm,absent,abnorm,absent,absent,norm,absent,norm,brown-spot
july,normal,gt-norm,gt-norm,yes,same-lst-two-yrs,low-areas,pot-severe,other,90-100,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,absent,absent,abnorm,?,absent,dk-brown-blk,present,absent,absent,none,absent,diseased,absent,?,absent,?,norm,absent,norm,phytophthora-rot
august,normal,gt-norm,norm,no,same-lst-sev-yrs,low-areas,pot-severe,?,?,norm,abnorm,no-yellow-halos,w-s-marg,dna,absent,?,absent,abnorm,yes,above-soil,dna,?,absent,absent,brown,absent,norm,absent,norm,absent,present,lt-norm,absent,norm,downy-mildew
